ID_CENSO;Date;SECTOR;Species;Individuals;Notes;Starting time;Finishing time;Cloudiness;Wind speed;Wind direction;Waves
CP19931109;09-nov-93;ZACA;Motacilla alba;2;-;14:45;15:50;4;0;N;0
CP19931109;09-nov-93;ZACA;Sterna sandvicensis;5;-;14:45;15:50;4;0;N;0
CP19931115;15-nov-93;CAMA;Anthus pratensis;6;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Calidris alba;90;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Charadrius alexandrinus;3;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Haematopus ostralegus;15;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Larus audouinii;1;Inmaduro;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Larus fuscus;48;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Larus michahellis;2;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Larus sp.;130;L.fuscus / L.michahellis en vuelo;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Melanitta nigra;25;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Motacilla alba;2;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Phalacrocorax carbo;1;En vuelo hacia el E;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Stercorarius parasiticus;1;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;CAMA;Sterna sandvicensis;51;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Alca torda;3;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Ardea cinerea;1;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Calidris alba;40;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Charadrius alexandrinus;5;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Chroicocephalus genei;1;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Chroicocephalus ridibundus;172;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Haematopus ostralegus;160;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Larus audouinii;3;2 adultos, 1 inmaduro;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Larus fuscus;471;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Larus melanocephalus;1;Joven;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Larus michahellis;65;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Melanitta nigra;31;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Pluvialis squatarola;1;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Sterna hirundo;5;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Sterna paradisaea;1;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;MAZA;Sterna sandvicensis;37;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Calidris alba;50;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Charadrius alexandrinus;2;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Corvus corax;2;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Haematopus ostralegus;15;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Larus fuscus;274;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Larus michahellis;18;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Melanitta nigra;30;-;10:00;12:30;4;1;SE;0
CP19931115;15-nov-93;ZACA;Sterna sandvicensis;17;-;10:00;12:30;4;1;SE;0
CP19931122;22-nov-93;CAMA;Calidris alba;52;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Charadrius alexandrinus;6;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Corvus corax;2;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Haematopus ostralegus;10;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Larus audouinii;1;Inmaduro;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Larus fuscus;107;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Larus michahellis;2;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Larus sp.;85;L.fuscus / L.michahellis;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;CAMA;Melanitta nigra;32;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Calidris alba;6;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Charadrius alexandrinus;2;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Chroicocephalus ridibundus;136;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Falco peregrinus;1;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Haematopus ostralegus;138;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Larus audouinii;11;9 inmaduros, 2 adultos;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Larus fuscus;666;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Larus michahellis;52;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Melanitta nigra;119;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Phalacrocorax carbo;1;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;MAZA;Sterna sandvicensis;10;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;ZACA;Calidris alba;97;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;ZACA;Charadrius alexandrinus;8;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;ZACA;Haematopus ostralegus;15;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;ZACA;Larus fuscus;266;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;ZACA;Larus michahellis;17;-;13:55;15:35;4;1;N;0
CP19931122;22-nov-93;ZACA;Melanitta nigra;177;-;13:55;15:35;4;1;N;0
CP19931129;29-nov-93;CAMA;Calidris alba;106;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;CAMA;Charadrius alexandrinus;3;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;CAMA;Corvus corax;1;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;CAMA;Haematopus ostralegus;10;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;CAMA;Larus audouinii;1;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;CAMA;Larus fuscus;257;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;CAMA;Melanitta nigra;36;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;CAMA;Sterna sandvicensis;40;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Calidris alba;20;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Chroicocephalus ridibundus;72;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Falco peregrinus;1;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Haematopus ostralegus;107;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Larus audouinii;3;1 adulto, 2 inmaduros;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Larus fuscus;968;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Larus michahellis;51;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Melanitta nigra;55;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Pluvialis squatarola;1;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;MAZA;Sterna sandvicensis;4;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Calidris alba;26;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Charadrius alexandrinus;3;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Chroicocephalus ridibundus;1;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Corvus corax;3;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Haematopus ostralegus;51;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Larus fuscus;312;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Larus michahellis;10;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Melanitta nigra;9;-;10:25;11:20;6;0;No evaluable;2
CP19931129;29-nov-93;ZACA;Sterna sandvicensis;45;-;10:25;11:20;6;0;No evaluable;2
CP19931213;13-dic-93;CAMA;Calidris alba;74;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Charadrius alexandrinus;1;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Chroicocephalus ridibundus;1;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Haematopus ostralegus;26;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Larus fuscus;224;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Larus sp.;77;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Melanitta nigra;2;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Motacilla alba;2;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;CAMA;Sterna sandvicensis;6;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Anas sp.;1;En el mar;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Calidris alba;17;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Charadrius alexandrinus;5;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Chroicocephalus ridibundus;35;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Corvus corax;3;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Falco peregrinus;1;Macho;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Haematopus ostralegus;172;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Hydroprogne caspia;1;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Larus fuscus;841;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Larus michahellis;9;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Larus sp.;216;L. fuscus / L. michahellis;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Melanitta nigra;66;Sælo 2 machos;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Pluvialis squatarola;3;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;MAZA;Sterna sandvicensis;29;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Alca torda;1;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Calidris alba;46;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Charadrius alexandrinus;6;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Corvus corax;3;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Haematopus ostralegus;40;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Larus fuscus;294;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Larus michahellis;2;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Larus sp.;116;-;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Milvus migrans;15;1 macho;10:35;13:30;6;1;S;-
CP19931213;13-dic-93;ZACA;Sterna sandvicensis;40;-;10:35;13:30;6;1;S;-
CP19931217;17-dic-93;CAMA;Alca torda;2;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Calidris alba;73;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Corvus corax;2;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Haematopus ostralegus;25;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Larus fuscus;118;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Larus michahellis;1;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Melanitta nigra;70;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Motacilla alba;1;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;CAMA;Sterna sandvicensis;4;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Calidris alba;29;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Charadrius alexandrinus;3;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Chroicocephalus genei;1;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Chroicocephalus ridibundus;141;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Corvus corax;2;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Falco peregrinus;1;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Haematopus ostralegus;159;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Larus audouinii;1;Inmaduro;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Larus fuscus;665;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Larus michahellis;36;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Melanitta nigra;5;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Phalacrocorax carbo;3;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Pluvialis squatarola;2;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;MAZA;Sterna sandvicensis;9;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Alca torda;5;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Calidris alba;73;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Chroicocephalus ridibundus;1;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Haematopus ostralegus;25;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Larus audouinii;2;Inmaduros;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Larus fuscus;104;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Larus michahellis;3;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Melanitta nigra;70;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Morus bassanus;30;N∑mero aproximado, en alta mar, la mitad son adultos;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Stercorarius parasiticus;2;1 claro y 1 oscuro;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Stercorarius skua;1;-;10:05;12:55;0;1;NE;0
CP19931217;17-dic-93;ZACA;Sterna sandvicensis;16;-;10:05;12:55;0;1;NE;0
CP19931221;21-dic-93;CAMA;Calidris alba;60;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;CAMA;Charadrius alexandrinus;3;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;CAMA;Haematopus ostralegus;46;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;CAMA;Larus fuscus;204;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;CAMA;Larus michahellis;8;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;CAMA;Melanitta nigra;1;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;CAMA;Morus bassanus;7;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Alca torda;7;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Calidris alba;85;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Chroicocephalus ridibundus;213;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Corvus corax;2;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Haematopus ostralegus;180;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Larus argentatus;1;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Larus audouinii;3;2 inmaduros, 1 adulto;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Larus fuscus;1028;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Larus michahellis;99;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Larus sp.;150;L.fuscus / L.michahellis;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Melanitta nigra;91;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Morus bassanus;13;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Phalacrocorax carbo;6;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Pluvialis squatarola;1;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Sterna hirundo;7;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Sterna sandvicensis;61;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Alca torda;20;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Anas penelope;5;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Calidris alba;68;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Charadrius alexandrinus;2;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Corvus corax;1;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Haematopus ostralegus;2;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus audouinii;1;Adulto;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus fuscus;122;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus michahellis;10;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus sp.;25;L.fuscus / L.michahellis;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Melanitta nigra;195;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Morus bassanus;5;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Sterna sandvicensis;1;-;13:00;15:30;0;1;E;0
CP19931227;27-dic-93;CAMA;Calidris alba;31;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Haematopus ostralegus;14;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Larus fuscus;118;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Larus michahellis;1;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Melanitta nigra;12;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Sterna sandvicensis;10;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Calidris alba;29;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Chroicocephalus ridibundus;46;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Haematopus ostralegus;157;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus audouinii;1;Adulto;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus fuscus;472;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus michahellis;33;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus sp.;30;L.fuscus / L.michahellis, en vuelo;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Melanitta nigra;10;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Morus bassanus;2;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Sterna sandvicensis;10;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Calidris alba;15;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Corvus corax;2;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Falco peregrinus;1;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Haematopus ostralegus;15;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Larus fuscus;96;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Larus michahellis;3;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Melanitta nigra;50;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Morus bassanus;30;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Sterna sandvicensis;15;-;11:00;11:45;4;2;NW;2
